Top100,Name,Pos,Org,Age,H,W,B,T,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId
,Anthony Garcia,RF,NYY,21.9194444,"6' 5""",205,S,R,30 / 40,50,45,35 / 60,70 / 80,50 / 40,30 / 45,,,,,,,,,,,40,sa3005924
,Orlando Martinez,LF,LAA,24.4694444,"6' 0""",185,L,L,40 / 50,40,55,40 / 45,50 / 50,45 / 45,55 / 55,,,,,,,,,,,40,sa3006664
,Ricardo Genoves,C,SFG,23.2277777,"6' 2""",254,R,R,30 / 40,50,40,30 / 45,55 / 60,20 / 20,45 / 60,,,,,,,,,,,40,sa916844
,Tristan Peters,RF,SFG,22.4333333,"6' 0""",180,L,R,35 / 60,55,60,30 / 40,40 / 45,50 / 50,30 / 50,,,,,,,,,,,40,sa3017851
,Adrian Sugastey,C,SFG,19.7861111,"6' 1""",170,R,R,25 / 50,40,50,20 / 30,40 / 45,20 / 20,20 / 40,,,,,,,,,,,40,sa3015190
,David Villar,3B,SFG,25.525,"6' 1""",215,R,R,40 / 40,45,45,50 / 50,55 / 55,30 / 30,40 / 40,,,,,,,,,,,40,24782
,Brett Auerbach,C,SFG,23.9416666,"5' 9""",185,R,R,35 / 55,40,55,30 / 35,40 / 40,55 / 55,40 / 45,,,,,,,,,,,40,sa3014941
,Darell Hernaiz,SS,BAL,21.0083333,"6' 1""",185,R,R,30 / 50,50,50,30 / 45,45 / 55,50 / 45,40 / 50,,,,,,,,,,,40,sa3011309
,Hudson Haskin,CF,BAL,23.6,"6' 2""",200,R,R,35 / 55,55,60,30 / 40,50 / 50,60 / 60,45 / 55,,,,,,,,,,,40,sa3014449
,Max Wagner,3B,BAL,20.9638888,"6' 0""",215,R,R,30 / 45,45,45,35 / 50,50 / 55,50 / 50,35 / 55,,,,,,,,,,,40,
,Mishael Deson,LF,BAL,20.0805555,"6' 5""",185,R,R,25 / 60,30,55,20 / 50,40 / 55,45 / 30,30 / 50,,,,,,,,,,,40,sa3008828
,Joseph Ortiz,SS,BAL,24.0611111,"5' 11""",175,R,R,40 / 45,50,60,30 / 35,40 / 40,55 / 55,55 / 60,,,,,,,,,,,40,sa3009889
,Donta' Williams,CF,BAL,23.1,"5' 10""",185,L,L,35 / 55,,,30 / 35,40 / 40,60 / 60,55 / 60,,,,,,,,,,,40,sa3017152
,Maikol Hernandez,SS,BAL,18.8388888,"6' 3""",175,R,R,20 / 45,40,45,20 / 50,30 / 50,50 / 40,40 / 45,,,,,,,,,,,40,sa3015712
,Kevin Guerrero,RF,BAL,18.3027777,"6' 4""",190,R,R,25 / 55,50,45,20 / 50,40 / 55,50 / 50,35 / 55,,,,,,,,,,,40,sa3015737
,Carter Young,SS,,21.4805555,"6' 0""",185,S,R,30 / 35,40,40,35 / 50,45 / 50,55 / 55,45 / 60,,,,,,,,,,,40,
,Jaison Chourio,RF,CLE,17.2138888,"6' 2""",165,S,R,25 / 55,,55,20 / 45,20 / 45,45 / 50,30 / 50,,,,,,,,,,,40,sa3018399
,Denzel Clarke,CF,OAK,22.2638888,"6' 5""",225,R,R,30 / 40,,,30 / 55,60 / 70,55 / 50,40 / 50,,,,,,,,,,,40,sa3017426
,Euribiel Angeles,3B,OAK,20.2361111,"5' 11""",175,R,R,30 / 55,,55,20 / 45,40 / 45,50 / 50,40 / 50,,,,,,,,,,,40,sa3008877
,Robert Lopez,C,CLE,18.5944444,"5' 10""",150,L,R,25 / 55,50,55,20 / 40,35 / 40,40 / 30,40 / 50,,,,,,,,,,,40,sa3016641
,Joe Lampe,CF,CLE,21.6694444,"6' 1""",185,L,R,30 / 50,30,55,30 / 40,45 / 50,70 / 70,40 / 50,,,,,,,,,,,40,
,Richie Palacios,DH,CLE,25.2222222,"5' 9""",160,L,R,50 / 60,55,60,30 / 35,40 / 40,60 / 60,20 / 20,,,,,,,,,,,40,24589
,Leonardo Bernal,C,STL,18.4805555,"6' 0""",200,S,R,20 / 50,,,20 / 40,40 / 45,40 / 40,30 / 55,,,,,,,,,,,40,sa3015773
,Milan Tolentino,SS,CLE,20.7194444,"6' 1""",180,L,R,30 / 40,,60,30 / 30,40 / 45,55 / 55,45 / 60,,,,,,,,,,,40,sa3014544
,Cody Thomas,RF,OAK,27.8277777,"6' 4""",211,L,R,30 / 35,50,40,45 / 55,60 / 60,55 / 55,50 / 55,,,,,,,,,,,40,sa738459
,Lizandro Espinoza,SS,STL,19.7111111,"5' 7""",158,R,R,25 / 60,60,50,20 / 35,30 / 40,50 / 50,40 / 50,,,,,,,,,,,40,sa3015611
,Joshua Baez,RF,STL,19.1055555,"6' 3""",210,R,R,20 / 40,40,30,25 / 60,60 / 70,50 / 40,40 / 50,,,,,,,,,,,40,sa3017022
,Pedro Pineda,CF,OAK,18.9166666,"5' 10""",192,R,R,20 / 45,55,45,25 / 60,50 / 60,60 / 50,40 / 50,,,,,,,,,,,40,sa3015703
,Luis Barrera,CF,OAK,26.725,"6' 0""",205,L,L,40 / 45,35,45,30 / 30,50 / 50,70 / 70,45 / 45,,,,,,,,,,,40,19615
,Michael Guldberg,CF,OAK,23.1222222,"6' 0""",171,R,R,35 / 50,50,50,30 / 40,40 / 40,60 / 60,45 / 55,,,,,,,,,,,40,sa3014822
,Logan Davidson,SS,OAK,24.6388888,"6' 3""",185,S,R,30 / 35,50,30,30 / 40,55 / 55,50 / 50,50 / 50,,,,,,,,,,,40,sa918676
,James Outman,CF,LAD,25.2277777,"6' 3""",215,L,R,30 / 40,50,40,40 / 50,55 / 55,60 / 60,50 / 50,,,,,,,,,,,40,24770
,Thayron Liranzo,C,LAD,19.0861111,"6' 3""",195,S,R,20 / 40,,,20 / 50,45 / 55,30 / 30,30 / 40,,,,,,,,,,,40,sa3015790
,Jesus Galiz,C,LAD,18.6583333,"6' 1""",200,R,R,20 / 40,40,40,20 / 40,45 / 50,30 / 20,40 / 55,,,,,,,,,,,40,sa3015700
,Junior Perez,RF,OAK,21.0888888,"6' 1""",200,R,R,30 / 40,50,40,35 / 50,50 / 55,45 / 40,40 / 50,,,,,,,,,,,35+,sa3005744
,Carson Taylor,C,LAD,23.1777777,"6' 2""",205,S,R,30 / 40,,,35 / 40,55 / 55,20 / 20,30 / 35,,,,,,,,,,,35+,sa3014468
,Juan Alonso,CF,LAD,18.7583333,"6' 0""",185,R,R,20 / 50,,,20 / 50,40 / 50,50 / 50,40 / 50,,,,,,,,,,,35+,sa3016331
,Yeiner Fernandez,C,LAD,19.8805555,"5' 9""",165,R,R,20 / 50,,55,20 / 30,30 / 40,50 / 50,30 / 45,,,,,,,,,,,35+,sa3015182
,Ryan Ward,LF,LAD,24.4527777,"5' 11""",200,L,R,45 / 50,,,40 / 45,45 / 45,40 / 40,30 / 40,,,,,,,,,,,35+,sa1169792
,Brandon Lewis,1B,LAD,23.7861111,"6' 3""",230,R,R,30 / 35,45,45,40 / 55,70 / 70,30 / 30,50 / 60,,,,,,,,,,,35+,sa3010035
,Nelson Quiroz,C,LAD,20.7527777,"5' 8""",194,S,R,35 / 50,,,20 / 30,30 / 35,30 / 30,20 / 40,,,,,,,,,,,35+,sa3009565
,Freili Encarnacion,3B,BOS,17.5277777,"6' 2""",182,R,R,20 / 45,,,20 / 50,40 / 55,45 / 40,30 / 50,,,,,,,,,,,35+,sa3018414
,Eduardo Lopez,CF,BOS,20.2444444,"6' 0""",187,S,R,25 / 55,60,55,20 / 40,40 / 50,55 / 55,45 / 60,,,,,,,,,,,35+,sa3009275
,Kendall Simmons,SS,PHI,22.3194444,"6' 2""",180,R,R,30 / 35,40,40,35 / 55,55 / 65,55 / 50,40 / 50,,,,,,,,,,,35+,sa3006867
,Jamari Baylor,2B,PHI,22.0027777,"5' 11""",193,R,R,30 / 40,40,40,30 / 45,50 / 55,55 / 55,40 / 50,,,,,,,,,,,35+,sa3011446
,Wilyer Abreu,LF,BOS,23.1166666,"6' 0""",217,L,L,35 / 40,,,45 / 50,55 / 55,50 / 50,45 / 50,,,,,,,,,,,35+,sa3005082
,Jeter Downs,2B,BOS,24.025,"5' 11""",195,R,R,35 / 40,55,40,40 / 45,50 / 50,40 / 40,50 / 50,,,,,,,,,,,35+,22202
,Alex Binelas,3B,BOS,22.1944444,"6' 3""",225,L,R,35 / 60,45,55,30 / 50,50 / 50,30 / 30,30 / 45,,,,,,,,,,,35+,sa3017044
,Nikau Pouaka-Grego,2B,PHI,17.8972222,"5' 10""",175,L,R,25 / 60,,60,20 / 30,30 / 35,50 / 50,40 / 50,,,,,,,,,,,35+,sa3018959
,Juan Guerrero,LF,COL,20.9055555,"6' 1""",165,R,R,35 / 55,45,60,30 / 40,40 / 45,40 / 40,30 / 50,,,,,,,,,,,35+,sa3008759
,Ronaiker Palma,C,COL,22.5944444,"5' 9""",160,R,R,35 / 55,40,60,30 / 35,30 / 40,40 / 40,45 / 60,,,,,,,,,,,35+,sa3005624
,Max Ferguson,2B,BOS,22.9527777,"6' 1""",180,L,R,30 / 35,60,60,20 / 30,20 / 30,70 / 70,45 / 60,,,,,,,,,,,35+,sa3016819
,Enderso Lira,C,BOS,18.8194444,"6' 2""",195,R,R,25 / 55,55,,20 / 45,40 / 45,30 / 20,40 / 50,,,,,,,,,,,35+,sa3016145
,Michael Toglia,1B,COL,23.9722222,"6' 4""",205,S,L,30 / 35,55,30,45 / 50,60 / 60,30 / 30,55 / 55,,,,,,,,,,,35+,sa3010393
,Baron Radcliff,1B,PHI,23.4916666,"6' 4""",220,L,R,30 / 40,60,40,35 / 55,70 / 70,30 / 30,40 / 45,,,,,,,,,,,35+,sa3014424
,Ryan Spikes,2B,TBR,19.3972222,"5' 9""",185,R,R,25 / 60,,,20 / 40,40 / 45,50 / 45,45 / 55,,,,,,,,,,,35+,sa3017792
,Tyler Dearden,LF,BOS,24.0833333,"6' 2""",200,L,R,30 / 40,40,40,40 / 50,60 / 60,45 / 40,40 / 45,,,,,,,,,,,35+,sa3005103
,Marcus Lee Sang,RF,PHI,21.5944444,"6' 0""",200,L,L,20 / 45,45,40,25 / 50,45 / 50,55 / 50,40 / 50,,,,,,,,,,,35+,sa3011445
,Brett Wisely,2B,TBR,23.2444444,"5' 10""",180,L,R,35 / 55,,,30 / 40,40 / 40,40 / 40,30 / 40,,,,,,,,,,,35+,sa1170003
,Yhoswar Garcia,CF,PHI,20.8972222,"6' 0""",150,R,R,30 / 45,40,45,30 / 40,50 / 60,70 / 70,45 / 60,,,,,,,,,,,35+,sa3015117
,Naysbel Marcano,C,BOS,20.2027777,"6' 0""",190,R,R,20 / 45,45,45,20 / 40,45 / 50,20 / 20,45 / 55,,,,,,,,,,,35+,sa3008804
,Ryan Vilade,LF,COL,23.4666666,"6' 2""",225,R,R,50 / 55,50,60,40 / 50,55 / 55,40 / 40,40 / 45,,,,,,,,,,,35+,22165
,Antony Peguero,RF,MIA,17.1444444,"6' 1""",180,R,R,25 / 55,,55,20 / 45,35 / 50,50 / 45,30 / 50,,,,,,,,,,,35+,sa3018630
,Jordan McCants,SS,MIA,20.2083333,"6' 1""",160,L,R,35 / 55,,,20 / 40,35 / 50,55 / 50,30 / 45,,,,,,,,,,,35+,sa3017294
,Matt Dyer,C,TBR,24.0611111,"6' 4""",185,R,R,20 / 30,,,30 / 40,55 / 55,55 / 55,30 / 40,,,,,,,,,,,35+,sa3014883
,Cam Cannon,2B,BOS,24.8055555,"5' 10""",205,R,R,35 / 55,35,55,30 / 40,50 / 50,45 / 40,40 / 45,,,,,,,,,,,35+,sa3011467
,Osiris Johnson,CF,MIA,21.8,"6' 1""",211,R,R,30 / 40,30,40,35 / 50,55 / 60,55 / 45,40 / 45,,,,,,,,,,,35+,sa3008110
,Ronny Simon,3B,TBR,22.3027777,"5' 9""",165,S,R,30 / 45,,,30 / 40,30 / 45,55 / 55,45 / 55,,,,,,,,,,,35+,sa3008365
,Nick Decker,RF,BOS,22.8444444,"6' 0""",207,L,L,30 / 40,55,40,35 / 50,55 / 60,50 / 45,40 / 50,,,,,,,,,,,35+,sa3008590
,Bryan Gonzalez,RF,BOS,20.8833333,"6' 3""",220,R,R,30 / 45,50,40,25 / 55,50 / 60,40 / 30,35 / 45,,,,,,,,,,,35+,sa3008805
,Jerar Encarnacion,DH,MIA,24.7888888,"6' 5""",240,R,R,35 / 35,40,50,45 / 50,60 / 60,30 / 30,20 / 20,,,,,,,,,,,35+,21871
,Javier Sanoja,SS,MIA,19.925,"5' 9""",150,R,R,25 / 55,,,20 / 30,20 / 30,60 / 60,40 / 50,,,,,,,,,,,35+,sa3015564
,Jhonny Piron,CF,TBR,18.1777777,"6' 2""",175,R,R,20 / 45,,20,20 / 40,40 / 50,70 / 70,40 / 60,,,,,,,,,,,35+,sa3015702
,Alejandro Pie,3B,TBR,20.5166666,"6' 5""",180,R,R,30 / 30,40,50,30 / 55,45 / 60,60 / 55,40 / 50,,,,,,,,,,,35+,sa3008754
,Johan Lopez,2B,TBR,22.0222222,"5' 10""",167,R,R,30 / 40,55,45,30 / 40,40 / 45,50 / 50,40 / 50,,,,,,,,,,,35+,sa3003228
,Andre Lipcius,3B,DET,24.2055555,"6' 1""",190,R,R,35 / 55,45,55,30 / 40,50 / 50,45 / 45,35 / 55,,,,,,,,,,,35+,sa3010401
,Brendon Davis,SS,DET,25.0222222,"6' 4""",200,R,R,30 / 30,45,35,45 / 45,60 / 60,40 / 40,50 / 50,,,,,,,,,,,35+,sa875089
,Jose De La Cruz,RF,DET,20.5916666,"6' 1""",205,R,R,30 / 35,45,45,35 / 55,60 / 60,45 / 30,30 / 50,,,,,,,,,,,35+,sa3008747
,Mario Feliciano,C,MIL,23.7111111,"6' 1""",200,R,R,45 / 45,30,55,35 / 40,50 / 55,30 / 30,30 / 35,,,,,,,,,,,35+,20263
,Eduarqui Fernandez,RF,MIL,20.7111111,"6' 2""",180,R,R,30 / 35,30,45,25 / 50,55 / 60,50 / 50,40 / 50,,,,,,,,,,,35+,sa3008749
,Yosy Galan,RF,TEX,21.2805555,"6' 4""",200,R,R,20 / 30,40,30,35 / 60,70 / 80,50 / 50,30 / 45,,,,,,,,,,,35+,sa3015202
,Trevor Hauver,LF,TEX,23.7111111,"6' 0""",205,L,R,30 / 40,70,40,35 / 45,50 / 50,40 / 40,30 / 40,,,,,,,,,,,35+,sa3014448
,Will Wagner,2B,HOU,24.0194444,"6' 0""",210,L,R,50 / 55,45,55,30 / 35,30 / 30,45 / 45,40 / 56,,,,,,,,,,,35+,sa3017079
,J.C. Correa,C,HOU,23.8916666,"6' 0""",200,R,R,35 / 55,50,60,30 / 35,30 / 30,40 / 40,30 / 45,,,,,,,,,,,35+,sa3014823
,Yohel Pozo,C,TEX,25.1444444,"6' 0""",220,R,R,55 / 55,20,70,30 / 30,50 / 50,20 / 20,40 / 40,,,,,,,,,,,35+,18848
,Jordan Nwogu,CF,CHC,23.4055555,"6' 3""",235,R,R,30 / 35,50,40,30 / 50,55 / 60,55 / 55,30 / 45,,,,,,,,,,,35+,sa3014530
,Zavier Warren,3B,MIL,23.5777777,"6' 0""",190,S,R,35 / 50,55,40,30 / 40,50 / 55,50 / 40,30 / 45,,,,,,,,,,,35+,sa3014549
,Ian Moller,C,TEX,19.7777777,"6' 1""",197,R,R,20 / 35,40,35,20 / 40,45 / 55,40 / 40,30 / 50,,,,,,,,,,,35+,sa3017171
,Yeison Santana,SS,CHC,21.6638888,"5' 11""",159,R,R,30 / 50,45,55,30 / 35,40 / 45,55 / 55,45 / 60,,,,,,,,,,,35+,sa3005730
,Luis Baez,RF,HOU,18.5694444,"6' 1""",205,R,R,20 / 50,,,25 / 60,50 / 60,40 / 40,30 / 50,,,,,,,,,,,35+,sa3018482
,Lolo Sanchez,CF,PIT,23.2861111,"5' 11""",168,R,R,50 / 55,40,55,20 / 45,30 / 45,60 / 60,45 / 55,,,,,,,,,,,35+,sa917767
,Cristian Gonzalez,SS,HOU,20.7888888,"6' 4""",210,R,R,30 / 35,30,40,30 / 40,45 / 55,50 / 50,45 / 55,,,,,,,,,,,35+,sa3008771
,Tucupita Marcano,2B,PIT,22.8888888,"6' 0""",170,L,R,55 / 60,50,70,20 / 30,30 / 30,60 / 60,50 / 50,,,,,,,,,,,35+,22871
,Luis Verdugo,SS,CHC,21.8166666,"6' 2""",165,R,R,30 / 35,40,45,30 / 40,45 / 50,45 / 50,55 / 60,,,,,,,,,,,35+,sa3006888
,J.J. Matijevic,1B,HOU,26.7277777,"6' 0""",206,L,L,40 / 40,50,40,50 / 55,60 / 60,40 / 40,40 / 40,,,,,,,,,,,35+,20165
,Blake Sabol,C,PIT,24.5805555,"6' 4""",215,L,R,30 / 40,,,30 / 40,50 / 50,30 / 30,30 / 45,,,,,,,,,,,35+,sa3010269
,Cody Freeman,C,TEX,21.5861111,"5' 10""",180,R,R,35 / 50,,,20 / 30,35 / 40,40 / 30,30 / 45,,,,,,,,,,,35+,sa3010153
,Matt Mervis,1B,CHC,24.3055555,"6' 4""",225,L,L,40 / 40,35,45,50 / 50,60 / 60,30 / 30,40 / 45,,,,,,,,,,,35+,sa3015051
,Esteban Quiroz,2B,CHC,30.4694444,"5' 7""",175,L,R,55 / 55,55,55,35 / 35,45 / 45,40 / 40,35 / 35,,,,,,,,,,,35+,sa596560
,Tsung-Che Cheng,SS,PIT,21.0833333,"5' 7""",154,L,R,35 / 60,55,70,20 / 20,20 / 20,60 / 60,40 / 50,,,,,,,,,,,35+,sa3015376
,Ismael Mena,CF,CHC,19.6833333,"6' 2""",175,L,L,25 / 55,45,50,20 / 40,40 / 50,60 / 60,40 / 50,,,,,,,,,,,35+,sa3014703
,Jackson Glenn,2B,PIT,24.7833333,"5' 9""",205,R,R,35 / 50,,,30 / 40,45 / 45,40 / 40,40 / 45,,,,,,,,,,,35+,sa3017478
,Davis Wendzel,SS,TEX,25.2027777,"6' 0""",206,R,R,30 / 40,55,55,30 / 40,55 / 55,40 / 40,45 / 45,,,,,,,,,,,35+,sa3011890
,Greg Deichmann,RF,CHC,27.1833333,"6' 2""",205,L,R,35 / 40,55,30,45 / 50,70 / 70,45 / 45,40 / 45,,,,,,,,,,,35+,19872
,Yeferson Tineo,SS,TEX,18.8222222,"5' 10""",145,S,R,25 / 55,,,20 / 30,20 / 40,60 / 60,50 / 60,,,,,,,,,,,35+,sa3015726
,Dauri Lorenzo,SS,HOU,19.7694444,"6' 1""",165,S,R,25 / 55,,,25 / 45,40 / 50,50 / 50,45 / 50,,,,,,,,,,,35+,sa3014685
,Cameron Cauley,SS,TEX,19.5,"5' 10""",170,R,R,25 / 45,,,20 / 30,30 / 35,60 / 60,45 / 60,,,,,,,,,,,35+,sa3017167
,Jordan Brewer,CF,HOU,25.0138888,"6' 1""",195,R,L,20 / 30,45,40,30 / 45,55 / 55,60 / 60,40 / 50,,,,,,,,,,,35+,sa3011737
,Tyler Whitaker,RF,HOU,20.0111111,"6' 4""",190,R,R,30 / 40,,,25 / 50,50 / 60,50 / 45,30 / 50,,,,,,,,,,,35+,sa3017376
,Yendry Rojas,3B,SDP,17.525,"6' 1""",190,L,L,25 / 55,,55,25 / 55,45 / 55,40 / 40,20 / 40,,,,,,,,,,,35+,sa3018418
,Brett Sullivan,C,SDP,28.4555555,"6' 1""",195,L,R,55 / 55,40,60,30 / 30,35 / 35,30 / 30,40 / 40,,,,,,,,,,,35+,sa857232
,Will Holland,2B,MIN,24.3,"5' 10""",181,R,R,30 / 35,50,40,30 / 40,50 / 50,70 / 70,40 / 50,,,,,,,,,,,35+,sa3011204
,Yilber Herrera,SS,MIN,17.5583333,"6' 0""",155,L,R,25 / 55,,55,20 / 40,30 / 45,50 / 50,40 / 45,,,,,,,,,,,35+,sa3018425
,Keoni Cavaco,3B,MIN,21.1777777,"6' 0""",195,R,R,30 / 35,45,40,35 / 55,55 / 60,60 / 60,40 / 50,,,,,,,,,,,35+,sa3010706
,Marcos Castanon,2B,SDP,23.3694444,"6' 0""",195,R,R,35 / 55,,,30 / 40,45 / 45,30 / 30,30 / 40,,,,,,,,,,,35+,sa3016818
,Charlis Aquino,SS,SDP,20.7166666,"6' 2""",165,R,R,30 / 40,,,30 / 45,35 / 50,45 / 50,45 / 55,,,,,,,,,,,35+,sa3008895
,Alvin Guzman,CF,ARI,20.7944444,"6' 1""",166,R,R,30 / 35,35,30,30 / 55,45 / 60,60 / 60,45 / 60,,,,,,,,,,,35+,sa3008748
,Alex De Jesus,3B,TOR,20.3722222,"6' 2""",200,R,R,30 / 35,35,55,35 / 55,50 / 60,40 / 30,40 / 50,,,,,,,,,,,35+,sa3008842
,Jose Herrera,C,ARI,25.45,"5' 10""",217,S,R,50 / 50,60,55,30 / 30,40 / 40,20 / 20,50 / 50,,,,,,,,,,,35+,17040
,James Beard,CF,CHW,21.8666666,"6' 0""",190,R,R,30 / 35,40,40,30 / 35,40 / 45,80 / 80,40 / 70,,,,,,,,,,,35+,sa3010038
,Nerwilian Cedeno,SS,SDP,20.3888888,"5' 9""",175,S,R,30 / 45,,60,30 / 40,40 / 45,55 / 55,40 / 45,,,,,,,,,,,35+,sa3010026
,Adrian Pinto,CF,TOR,19.8722222,"5' 6""",156,R,R,25 / 55,,,20 / 30,30 / 40,55 / 55,30 / 50,,,,,,,,,,,35+,sa3015542
,Luis Meza,C,TOR,17.8111111,"5' 11""",185,R,R,20 / 45,,50,20 / 45,45 / 50,30 / 30,40 / 50,,,,,,,,,,,35+,sa506964
,Ryan Bliss,2B,ARI,22.6472222,"5' 9""",165,R,R,35 / 50,45,55,30 / 40,45 / 45,55 / 55,40 / 50,,,,,,,,,,,35+,sa3016951
,Sebastian Espino,3B,TOR,22.1861111,"6' 2""",176,R,R,30 / 40,35,50,35 / 50,50 / 55,45 / 45,30 / 40,,,,,,,,,,,35+,sa3003347
,Adrian Del Castillo,C,ARI,22.8583333,"5' 11""",208,L,R,35 / 55,55,55,30 / 40,45 / 45,30 / 30,30 / 40,,,,,,,,,,,35+,sa3016957
,Zac Cook,CF,TOR,24.2694444,"6' 1""",195,L,R,30 / 35,45,40,35 / 50,55 / 55,45 / 40,30 / 45,,,,,,,,,,,35+,sa3015090
,Tanner Morris,LF,TOR,24.9138888,"6' 2""",190,L,R,35 / 55,55,60,30 / 40,50 / 50,40 / 40,30 / 40,,,,,,,,,,,35+,sa3009873
,Manuel Beltre,SS,TOR,18.1583333,"5' 11""",165,R,R,25 / 55,,55,20 / 40,40 / 45,55 / 55,45 / 50,,,,,,,,,,,35+,sa3015710
,Jose Curpa,SS,ARI,22.4083333,"5' 9""",170,R,R,30 / 45,70,45,30 / 35,30 / 30,70 / 70,40 / 50,,,,,,,,,,,35+,sa3002703
,Blaze Alexander,SS,ARI,23.1527777,"6' 1""",175,R,R,30 / 30,55,35,30 / 40,50 / 55,45 / 40,45 / 50,,,,,,,,,,,35+,sa3007742
,Christian Cerda,C,ARI,19.6083333,"6' 1""",220,R,R,20 / 45,60,45,20 / 40,45 / 55,20 / 20,30 / 45,,,,,,,,,,,35+,sa3015623
,Chavez Young,CF,TOR,25.0777777,"6' 0""",195,S,R,30 / 45,45,60,30 / 45,50 / 50,55 / 55,45 / 50,,,,,,,,,,,35+,sa918963
,Cam Eden,CF,TOR,24.35,"6' 1""",181,R,R,30 / 45,50,45,30 / 35,40 / 40,60 / 60,40 / 50,,,,,,,,,,,35+,sa3009883
,Nate Eaton,3B,KCR,25.6222222,"5' 11""",185,R,R,30 / 35,50,40,30 / 40,50 / 50,55 / 55,50 / 50,,,,,,,,,,,35+,25055
,Spencer Packard,LF,SEA,24.8166666,"6' 1""",205,L,R,35 / 55,55,50,30 / 45,50 / 50,30 / 30,30 / 40,,,,,,,,,,,35+,sa3016803
,Cade Marlowe,CF,SEA,25.1166666,"6' 1""",210,L,R,35 / 40,70,40,40 / 45,50 / 50,55 / 55,40 / 45,,,,,,,,,,,35+,sa1170288
,Juan Olmos,C,KCR,17.7055555,"6' 2""",175,R,R,25 / 50,,45,20 / 40,40 / 50,30 / 30,40 / 55,,,,,,,,,,,35+,
,Nick Meyer,C,NYM,25.4666666,"6' 1""",200,R,R,40 / 45,,,30 / 30,35 / 35,30 / 30,60 / 60,,,,,,,,,,,35+,sa3007826
,Zach DeLoach,RF,SEA,23.9666666,"6' 2""",205,L,R,30 / 50,50,45,30 / 50,50 / 50,60 / 55,40 / 50,,,,,,,,,,,35+,sa3014547
,Charlie Welch,C,SEA,22.4944444,"6' 0""",205,R,R,30 / 45,45,45,30 / 40,45 / 45,30 / 30,20 / 35,,,,,,,,,,,35+,sa3016858
,Ivan Castillo,2B,KCR,27.1833333,"5' 9""",173,S,R,55 / 55,30,60,30 / 30,40 / 40,50 / 50,45 / 45,,,,,,,,,,,35+,15971
,Robbie Glendinning,3B,KCR,26.8333333,"6' 2""",196,R,R,30 / 30,50,35,45 / 45,60 / 60,30 / 30,40 / 40,,,,,,,,,,,35+,sa3004978
,Omar Florentino,SS,KCR,20.7777777,"5' 9""",135,S,R,30 / 50,,60,20 / 30,30 / 40,60 / 60,45 / 60,,,,,,,,,,,35+,sa3008758
,Kaden Polcovich,2B,SEA,23.4583333,"5' 9""",190,S,R,30 / 45,45,30,30 / 45,50 / 50,60 / 60,30 / 45,,,,,,,,,,,35+,sa3014496
,Luca Tresh,C,KCR,22.5694444,"6' 0""",193,R,R,30 / 40,40,40,30 / 45,50 / 50,40 / 40,35 / 40,,,,,,,,,,,35+,sa3017394
,Wyatt Young,2B,NYM,22.6694444,"5' 7""",160,L,R,55 / 60,50,70,20 / 30,20 / 20,40 / 40,40 / 45,,,,,,,,,,,35+,sa3017081
,Chase Estep,2B,NYM,22.3166666,"6' 0""",200,L,R,30 / 40,,,35 / 50,55 / 60,40 / 40,30 / 45,,,,,,,,,,,35+,
,Douglas Glod,3B,ATL,17.5444444,"5' 10""",185,R,R,25 / 55,,,20 / 50,45 / 50,45 / 40,30 / 45,,,,,,,,,,,35+,sa3019685
,Carlos Jorge,2B,CIN,18.8722222,"5' 9""",155,L,R,25 / 60,55,60,20 / 30,20 / 35,55 / 60,40 / 50,,,,,,,,,,,35+,sa3016722
,Roismar Quintana,RF,WSN,19.5,"6' 1""",220,R,R,20 / 50,,,20 / 50,55 / 60,55 / 50,45 / 55,,,,,,,,,,,35+,sa3014718
,Justyn-Henry Malloy,3B,ATL,22.4638888,"6' 3""",212,R,R,35 / 50,,,30 / 40,50 / 50,40 / 40,40 / 45,,,,,,,,,,,35+,sa3017073
,Jared McKenzie,CF,WSN,21.2222222,"6' 0""",185,L,L,35 / 55,45,60,30 / 45,40 / 45,55 / 55,40 / 50,,,,,,,,,,,35+,
,Tyler Collins,CF,ATL,19.4166666,"5' 11""",180,L,R,25 / 55,,,20 / 35,30 / 40,60 / 60,40 / 50,,,,,,,,,,,35+,sa3017168
,Braylin Minier,3B,CIN,19.1527777,"6' 0""",205,L,R,20 / 55,30,60,20 / 40,45 / 50,20 / 20,30 / 40,,,,,,,,,,,35+,sa3015177
,Lucius Fox,SS,WSN,25.0944444,"6' 1""",185,S,R,40 / 40,50,40,30 / 30,40 / 40,70 / 70,50 / 50,,,,,,,,,,,35+,18899
,Mark Kolozsvary,C,CIN,26.9222222,"5' 8""",185,R,R,30 / 35,50,40,35 / 40,45 / 45,40 / 40,50 / 50,,,,,,,,,,,35+,21304
,Alejo Lopez,2B,CIN,26.2527777,"5' 10""",170,S,R,60 / 60,55,70,20 / 20,30 / 30,45 / 45,45 / 45,,,,,,,,,,,35+,21127
,Hector Rodriguez,2B,CIN,18.4027777,"5' 8""",186,L,R,25 / 60,,70,20 / 30,20 / 30,45 / 45,30 / 50,,,,,,,,,,,35+,sa3015828
