Name,Top100,Pos,Class,Org,Age,H,W,B,T,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,CMD,Bio.Class,Ht,Wt,Pos.Class
A.J. Alexy,NA,SIRP,Pitcher,TEX,24,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,60,60,35,Pitcher,"6' 4""",195,RP
A.J. Block,NA,SIRP,Pitcher,KCR,24,70,60,L,L,NA,NA,NA,NA,NA,NA,30,60,NA,60,45,Pitcher,"6' 5""",218,RP
A.J. Vukovich,NA,1B,Position,ARI,21,70,60,R,R,50,60,70,20,50,55,NA,NA,NA,NA,NA,Position,"6' 5""",210,CI
Aaron Bracho,NA,2B,Position,CLE,21,40,50,S,R,40,50,60,40,40,40,NA,NA,NA,NA,NA,Position,"5' 11""",175,MI
Aaron Sabato,NA,1B,Position,MIN,23,60,70,R,R,50,60,60,30,50,50,NA,NA,NA,NA,NA,Position,"6' 2""",230,CI
Aaron Zavala,NA,RF,Position,TEX,22,50,50,L,R,60,40,50,50,40,40,NA,NA,NA,NA,NA,Position,"6' 0""",193,OF
Abdias De La Cruz,NA,SS,Position,ARI,17,60,50,R,R,50,50,60,60,50,45,NA,NA,NA,NA,NA,Position,"6' 3""",190,MI
Abner Uribe,NA,SIRP,Pitcher,MIL,22,60,60,R,R,NA,NA,NA,NA,NA,NA,70,70,NA,NA,35,Pitcher,"6' 2""",200,RP
Abrahan Gutierrez,NA,C,Catcher,PIT,22,60,60,R,R,60,40,40,20,NA,45,NA,NA,NA,NA,NA,Position,"6' 2""",214,C
Adael Amador,NA,SS,Position,COL,19,50,40,S,R,50,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",160,MI
Adam Kloffenstein,NA,SP,Pitcher,TOR,22,70,80,R,R,NA,NA,NA,NA,NA,NA,50,60,50,50,50,Pitcher,"6' 5""",243,SP
Adam Macko,NA,SP,Pitcher,SEA,21,50,40,L,L,NA,NA,NA,NA,NA,NA,60,60,60,NA,45,Pitcher,"6' 0""",170,SP
Adam Mazur,NA,SP,Pitcher,SDP,21,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 2""",180,SP
Adam Seminaris,NA,MIRP,Pitcher,LAA,23,50,50,L,L,NA,NA,NA,NA,NA,NA,40,NA,50,60,60,Pitcher,"6' 0""",185,RP
Adam Shoemaker,NA,SIRP,Pitcher,ATL,19,70,60,L,L,NA,NA,NA,NA,NA,NA,60,NA,50,50,40,Pitcher,"6' 6""",205,RP
Adrian Del Castillo,NA,C,Catcher,ARI,23,40,60,L,R,60,40,50,30,40,45,NA,NA,NA,NA,NA,Position,"5' 11""",208,C
Adrian Pinto,NA,CF,Position,TOR,20,30,40,R,R,60,30,40,60,50,50,NA,NA,NA,NA,NA,Position,"5' 6""",156,OF
Adrian Placencia,NA,2B,Position,LAA,19,40,40,S,R,60,40,50,50,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",155,MI
Adrian Sugastey,NA,C,Catcher,SFG,19,50,40,R,R,50,30,50,20,40,45,NA,NA,NA,NA,NA,Position,"6' 1""",170,C
Aeverson Arteaga,NA,SS,Position,SFG,19,50,40,R,R,40,50,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 1""",170,MI
Aiden McIntyre,NA,SIRP,Pitcher,OAK,27,70,70,R,R,NA,NA,NA,NA,NA,NA,70,50,NA,60,40,Pitcher,"6' 5""",220,RP
AJ Smith-Shawver,NA,SP,Pitcher,ATL,19,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,50,60,45,Pitcher,"6' 3""",205,SP
Alan Rangel,NA,SP,Pitcher,ATL,25,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,60,40,Pitcher,"6' 2""",170,SP
Alberto Rodriguez,NA,RF,Position,SEA,22,40,70,L,L,40,60,60,40,50,55,NA,NA,NA,NA,NA,Position,"5' 11""",227,OF
Aldo Ramirez,NA,SP,Pitcher,WSN,21,50,50,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,50,Pitcher,"6' 0""",191,SP
Alec Bettinger,NA,SP,Pitcher,MIL,27,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,NA,55,Pitcher,"6' 2""",210,SP
Alec Burleson,NA,RF,Position,STL,23,60,60,L,L,60,40,50,30,50,50,NA,NA,NA,NA,NA,Position,"6' 2""",214,OF
Alec Marsh,NA,SP,Pitcher,KCR,24,60,70,R,R,NA,NA,NA,NA,NA,NA,60,60,50,50,45,Pitcher,"6' 2""",225,SP
Alec Willis,NA,SP,Pitcher,STL,19,70,70,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,50,Pitcher,"6' 5""",220,SP
Alejandro Hidalgo,NA,SP,Pitcher,LAA,19,50,40,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,45,Pitcher,"6' 1""",160,SP
Alejandro Pie,NA,3B,Position,TBR,20,70,50,R,R,30,60,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 5""",180,CI
Alerick Soularie,NA,2B,Position,MIN,23,40,50,R,R,50,50,60,60,60,45,NA,NA,NA,NA,NA,Position,"5' 11""",185,MI
Alex Binelas,NA,3B,Position,BOS,22,60,70,L,R,60,50,50,30,50,40,NA,NA,NA,NA,NA,Position,"6' 3""",225,CI
Alex De Jesus,NA,3B,Position,TOR,20,60,60,R,R,40,60,60,30,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",200,CI
Alex McFarlane,NA,SIRP,Pitcher,PHI,21,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,NA,40,Pitcher,"6' 4""",215,RP
Alex Ramirez,80,CF,Position,NYM,19,60,50,R,R,50,60,60,60,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",175,OF
Alex Santos II,NA,SP,Pitcher,HOU,20,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,60,NA,50,Pitcher,"6' 4""",194,SP
Alexander Alberto,NA,SP,Pitcher,TBR,20,80,50,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,NA,40,Pitcher,"6' 8""",190,SP
Alexander Canario,NA,RF,Position,CHC,22,50,40,R,R,40,60,60,50,50,70,NA,NA,NA,NA,NA,Position,"6' 1""",165,OF
Alexander Ramirez,NA,RF,Position,LAA,20,60,60,R,R,40,60,70,50,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",215,OF
Alexander Vargas,NA,SS,Position,NYY,20,50,40,S,R,60,50,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",155,MI
Alexander Vizcaino,NA,SIRP,Pitcher,CHC,25,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,35,Pitcher,"6' 2""",175,RP
Alexfri Planez,NA,RF,Position,CLE,21,60,50,R,R,40,60,60,50,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",180,OF
Alexis Hernandez,NA,SS,Position,CHC,17,60,50,R,R,50,40,50,60,50,45,NA,NA,NA,NA,NA,Position,"6' 2""",175,MI
Ali Sanchez,NA,C,Catcher,DET,25,50,60,R,R,40,30,40,30,60,55,NA,NA,NA,NA,NA,Position,"6' 0""",200,C
Alika Williams,NA,SS,Position,TBR,23,60,50,R,R,60,30,40,60,60,55,NA,NA,NA,NA,NA,Position,"6' 2""",180,MI
Allan Cerda,NA,RF,Position,CIN,22,70,70,R,R,40,60,70,50,50,60,NA,NA,NA,NA,NA,Position,"6' 5""",220,OF
Alvin Guzman,NA,CF,Position,ARI,20,50,40,R,R,40,60,60,60,60,70,NA,NA,NA,NA,NA,Position,"6' 1""",166,OF
Ambioris Tavarez,NA,3B,Position,ATL,18,50,40,R,R,50,60,60,40,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",168,CI
Anderson Espinoza,NA,SP,Pitcher,CHC,24,50,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,60,45,Pitcher,"6' 0""",190,SP
Anderson Paulino,NA,SIRP,Pitcher,KCR,24,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 2""",200,RP
Andre Jackson,NA,SP,Pitcher,LAD,26,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,60,55,Pitcher,"6' 3""",210,SP
Andre Lipcius,NA,3B,Position,DET,24,50,50,R,R,60,40,50,50,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",190,CI
Andrew Abbott,NA,SP,Pitcher,CIN,23,40,50,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,50,45,Pitcher,"5' 11""",175,SP
Andrew Baker,NA,SIRP,Pitcher,PHI,22,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,35,Pitcher,"6' 3""",190,RP
Andrew Dalquist,NA,SP,Pitcher,CHW,21,60,50,R,R,NA,NA,NA,NA,NA,NA,50,50,60,50,40,Pitcher,"6' 2""",190,SP
Andrew Hoffmann,NA,SP,Pitcher,KCR,22,70,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 5""",210,SP
Andrew Misiaszek,NA,MIRP,Pitcher,CLE,25,60,60,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 2""",215,RP
Andrew Moore,NA,SIRP,Pitcher,CIN,23,70,60,R,R,NA,NA,NA,NA,NA,NA,60,50,70,NA,40,Pitcher,"6' 5""",205,RP
Andrew Nardi,NA,MIRP,Pitcher,MIA,24,60,60,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,50,55,Pitcher,"6' 3""",201,RP
Andrew Painter,11,SP,Pitcher,PHI,19,70,60,R,R,NA,NA,NA,NA,NA,NA,60,60,60,50,50,Pitcher,"6' 6""",210,SP
Andrew Politi,NA,SIRP,Pitcher,BOS,26,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,40,Pitcher,"6' 0""",191,RP
Andrew Schultz,NA,SIRP,Pitcher,PHI,25,60,50,R,R,NA,NA,NA,NA,NA,NA,70,50,NA,40,35,Pitcher,"6' 4""",195,RP
Andrew Taylor,NA,SP,Pitcher,HOU,21,70,60,R,R,NA,NA,NA,NA,NA,NA,60,50,50,50,50,Pitcher,"6' 5""",200,SP
Andry Lara,NA,SP,Pitcher,WSN,19,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,55,Pitcher,"6' 4""",215,SP
Andy Pages,76,RF,Position,LAD,21,50,60,R,R,40,70,70,50,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",215,OF
Angel Arevalo,NA,2B,Position,OAK,19,40,50,R,R,60,30,40,60,50,40,NA,NA,NA,NA,NA,Position,"5' 10""",182,MI
Angel Bastardo,NA,SIRP,Pitcher,BOS,20,50,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,40,Pitcher,"6' 1""",175,RP
Angel Chivilli,NA,SIRP,Pitcher,COL,20,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,NA,60,50,Pitcher,"6' 2""",162,RP
Angel De Jesus,NA,SIRP,Pitcher,DET,25,60,60,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,30,Pitcher,"6' 4""",200,RP
Angel Felipe,NA,SIRP,Pitcher,SDP,25,70,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,20,Pitcher,"6' 5""",225,RP
Angel Genao,NA,SS,Position,CLE,18,40,30,R,R,50,50,50,50,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",150,MI
Angel Martinez,NA,SS,Position,CLE,20,50,40,S,R,50,40,50,60,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Angel Zerpa,NA,MIRP,Pitcher,KCR,23,50,70,L,L,NA,NA,NA,NA,NA,NA,50,50,NA,50,60,Pitcher,"6' 0""",220,RP
Angeudis Santos,NA,SS,Position,MIA,21,60,50,S,R,40,50,60,60,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",180,MI
Anthony Garcia,NA,RF,Position,NYY,22,70,60,S,R,40,60,80,40,50,60,NA,NA,NA,NA,NA,Position,"6' 5""",205,OF
Anthony Seigler,NA,C,Catcher,NYY,23,50,50,S,S,40,40,40,40,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",190,C
Anthony Servideo,NA,SS,Position,BAL,23,40,50,L,R,40,50,50,60,60,55,NA,NA,NA,NA,NA,Position,"5' 10""",175,MI
Anthony Solometo,NA,SP,Pitcher,PIT,19,70,70,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,NA,60,Pitcher,"6' 5""",220,SP
Anthony Veneziano,NA,SIRP,Pitcher,KCR,25,70,60,L,L,NA,NA,NA,NA,NA,NA,60,NA,NA,60,30,Pitcher,"6' 5""",205,RP
Anthony Volpe,10,2B,Position,NYY,21,40,50,R,R,60,60,60,50,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",180,MI
Antoine Kelly,NA,SIRP,Pitcher,TEX,22,70,60,L,L,NA,NA,NA,NA,NA,NA,60,70,NA,NA,40,Pitcher,"6' 5""",205,RP
Antonio Gomez,NA,C,Catcher,NYY,20,60,60,R,R,50,40,50,30,60,80,NA,NA,NA,NA,NA,Position,"6' 2""",200,C
Antonio Jimenez,NA,SP,Pitcher,TBR,21,40,30,L,L,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"5' 11""",145,SP
Antony Peguero,NA,RF,Position,MIA,17,50,50,R,R,60,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",180,OF
Armando Cruz,NA,SS,Position,WSN,18,40,40,R,R,50,30,30,60,70,50,NA,NA,NA,NA,NA,Position,"5' 10""",160,MI
Arol Vera,NA,SS,Position,LAA,20,60,40,S,R,50,40,60,50,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",170,MI
Asa Lacy,NA,SIRP,Pitcher,KCR,23,60,60,L,L,NA,NA,NA,NA,NA,NA,70,70,60,50,35,Pitcher,"6' 4""",215,RP
Austin Cox,NA,MIRP,Pitcher,KCR,25,60,70,L,L,NA,NA,NA,NA,NA,NA,50,50,50,60,40,Pitcher,"6' 4""",235,RP
Austin Hendrick,NA,RF,Position,CIN,21,50,50,L,L,40,60,60,50,50,55,NA,NA,NA,NA,NA,Position,"6' 1""",195,OF
Austin Love,NA,SP,Pitcher,STL,23,60,70,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,55,Pitcher,"6' 3""",232,SP
Austin Martin,87,CF,Position,MIN,23,50,50,R,R,60,40,50,50,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",185,OF
Austin Roberts,NA,MIRP,Pitcher,PIT,24,50,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,50,40,Pitcher,"6' 0""",220,RP
Austin Shenton,NA,3B,Position,TBR,24,50,70,L,R,50,50,60,30,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",230,CI
Austin Smith,NA,SIRP,Pitcher,ATL,23,60,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,NA,40,Pitcher,"6' 4""",210,RP
Austin Vernon,NA,MIRP,Pitcher,TBR,23,80,80,R,R,NA,NA,NA,NA,NA,NA,60,60,50,60,40,Pitcher,"6' 8""",256,RP
Austin Warren,NA,SIRP,Pitcher,LAA,26,50,40,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,40,40,Pitcher,"6' 0""",170,RP
Austin Wells,NA,RF,Position,NYY,23,50,70,L,R,50,60,60,40,40,40,NA,NA,NA,NA,NA,Position,"6' 1""",220,OF
Avery Weems,NA,MIRP,Pitcher,TEX,25,60,60,R,L,NA,NA,NA,NA,NA,NA,40,60,NA,50,40,Pitcher,"6' 2""",205,RP
Baron Radcliff,NA,1B,Position,PHI,23,60,70,L,R,40,60,70,30,50,40,NA,NA,NA,NA,NA,Position,"6' 4""",220,CI
Beck Way,NA,SP,Pitcher,KCR,23,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,45,Pitcher,"6' 3""",190,SP
Ben Brown,NA,MIRP,Pitcher,CHC,23,70,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,45,Pitcher,"6' 6""",210,RP
Ben Casparius,NA,MIRP,Pitcher,LAD,23,50,60,R,R,NA,NA,NA,NA,NA,NA,50,70,NA,50,40,Pitcher,"6' 0""",208,RP
Ben Hernandez,NA,SIRP,Pitcher,KCR,21,60,60,R,R,NA,NA,NA,NA,NA,NA,60,40,NA,60,50,Pitcher,"6' 2""",205,RP
Ben Joyce,NA,SIRP,Pitcher,LAA,22,70,70,R,R,NA,NA,NA,NA,NA,NA,80,50,NA,NA,30,Pitcher,"6' 5""",225,RP
Ben Kudrna,NA,SP,Pitcher,KCR,19,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,45,Pitcher,"6' 3""",183,SP
Ben Leeper,NA,SIRP,Pitcher,CHC,25,50,50,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,35,Pitcher,"6' 0""",195,RP
Benny Montgomery,NA,CF,Position,COL,20,60,50,R,R,50,40,60,70,60,60,NA,NA,NA,NA,NA,Position,"6' 3""",185,OF
Blade Tidwell,NA,SP,Pitcher,NYM,21,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 4""",200,SP
Blair Calvo,NA,SIRP,Pitcher,COL,26,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 3""",195,RP
Blake Beers,NA,SP,Pitcher,OAK,24,60,60,R,R,NA,NA,NA,NA,NA,NA,50,70,50,40,45,Pitcher,"6' 4""",215,SP
Blake Brown,NA,SIRP,Pitcher,PHI,24,50,50,R,R,NA,NA,NA,NA,NA,NA,70,50,50,NA,40,Pitcher,"6' 1""",195,RP
Blake Cederlind,NA,SIRP,Pitcher,PIT,26,60,60,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,NA,35,Pitcher,"6' 4""",215,RP
Blake Hunt,NA,C,Catcher,TBR,23,60,60,R,R,30,40,60,30,50,60,NA,NA,NA,NA,NA,Position,"6' 3""",215,C
Blake Rivera,NA,SIRP,Pitcher,SFG,24,70,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,40,Pitcher,"6' 5""",225,RP
Blake Sabol,NA,C,Catcher,PIT,24,60,60,L,R,40,40,50,30,50,40,NA,NA,NA,NA,NA,Position,"6' 4""",215,C
Blake Walston,NA,SP,Pitcher,ARI,21,70,50,L,L,NA,NA,NA,NA,NA,NA,50,50,60,60,55,Pitcher,"6' 5""",175,SP
Blayne Enlow,NA,MIRP,Pitcher,MIN,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,NA,45,Pitcher,"6' 3""",200,RP
Blaze Alexander,NA,SS,Position,ARI,23,50,50,R,R,30,40,60,40,50,80,NA,NA,NA,NA,NA,Position,"6' 1""",175,MI
Blaze Jordan,NA,1B,Position,BOS,19,50,70,R,R,60,60,60,30,60,50,NA,NA,NA,NA,NA,Position,"6' 1""",220,CI
Bo Naylor,41,C,Catcher,CLE,22,50,60,L,R,40,50,60,40,40,55,NA,NA,NA,NA,NA,Position,"6' 0""",205,C
Bobby Miller,40,SP,Pitcher,LAD,23,70,70,L,R,NA,NA,NA,NA,NA,NA,70,60,NA,60,45,Pitcher,"6' 5""",220,SP
Bowden Francis,NA,SP,Pitcher,TOR,26,70,70,R,R,NA,NA,NA,NA,NA,NA,50,60,50,50,55,Pitcher,"6' 5""",225,SP
Braden Shewmake,NA,SS,Position,ATL,24,60,50,L,R,50,40,40,60,60,55,NA,NA,NA,NA,NA,Position,"6' 4""",180,MI
Bradley Blalock,NA,SP,Pitcher,BOS,21,60,60,R,R,NA,NA,NA,NA,NA,NA,60,50,50,40,45,Pitcher,"6' 2""",205,SP
Brady House,98,3B,Position,WSN,19,60,60,R,R,50,60,70,40,50,60,NA,NA,NA,NA,NA,Position,"6' 4""",215,CI
Brailyn Marquez,NA,SIRP,Pitcher,CHC,23,60,80,L,L,NA,NA,NA,NA,NA,NA,70,50,NA,60,35,Pitcher,"6' 4""",240,RP
Brainer Bonaci,NA,2B,Position,BOS,20,40,40,S,R,60,40,50,30,50,70,NA,NA,NA,NA,NA,Position,"5' 10""",170,MI
Brandol Mezquita,NA,CF,Position,ATL,21,50,40,R,R,40,50,50,50,50,55,NA,NA,NA,NA,NA,Position,"6' 0""",170,OF
Brandon Barriera,NA,SP,Pitcher,TOR,18,50,40,L,L,NA,NA,NA,NA,NA,NA,60,60,50,60,50,Pitcher,"6' 1""",170,SP
Brandon Birdsell,NA,SIRP,Pitcher,CHC,22,60,80,R,R,NA,NA,NA,NA,NA,NA,60,60,50,40,45,Pitcher,"6' 2""",240,RP
Brandon Lewis,NA,1B,Position,LAD,23,60,70,R,R,40,60,70,30,60,60,NA,NA,NA,NA,NA,Position,"6' 3""",230,CI
Brandon Lockridge,NA,CF,Position,NYY,25,50,50,R,R,40,40,50,80,70,40,NA,NA,NA,NA,NA,Position,"6' 1""",185,OF
Brandon Pfaadt,25,SP,Pitcher,ARI,23,60,70,R,R,NA,NA,NA,NA,NA,NA,60,60,60,50,55,Pitcher,"6' 4""",220,SP
Brandon Valenzuela,NA,C,Catcher,SDP,22,50,50,S,R,50,40,50,30,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",190,C
Brandon Walter,NA,MIRP,Pitcher,BOS,26,60,60,L,L,NA,NA,NA,NA,NA,NA,60,60,NA,60,50,Pitcher,"6' 2""",200,RP
Brandon Williamson,106,SP,Pitcher,CIN,24,70,60,L,L,NA,NA,NA,NA,NA,NA,60,60,60,60,45,Pitcher,"6' 6""",210,SP
Brandon Young,NA,SP,Pitcher,BAL,24,70,60,R,R,NA,NA,NA,NA,NA,NA,50,50,60,60,50,Pitcher,"6' 6""",210,SP
Brayan Buelvas,NA,CF,Position,OAK,20,40,40,R,R,60,40,50,60,60,55,NA,NA,NA,NA,NA,Position,"5' 11""",155,OF
Brayan Castillo,NA,SP,Pitcher,COL,22,50,40,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,50,Pitcher,"6' 0""",165,SP
Brayan Medina,NA,SP,Pitcher,MIN,20,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,45,Pitcher,"6' 2""",180,SP
Brayan Rocchio,48,SS,Position,CLE,21,40,50,S,R,60,40,50,60,60,50,NA,NA,NA,NA,NA,Position,"5' 10""",175,MI
Braylin Minier,NA,3B,Position,CIN,19,50,60,L,R,60,40,50,20,40,60,NA,NA,NA,NA,NA,Position,"6' 0""",205,CI
Brendan Beck,NA,SP,Pitcher,NYY,24,60,60,R,R,NA,NA,NA,NA,NA,NA,40,50,60,50,60,Pitcher,"6' 2""",205,SP
Brendan Cellucci,NA,SIRP,Pitcher,BOS,24,60,60,L,L,NA,NA,NA,NA,NA,NA,50,NA,60,NA,35,Pitcher,"6' 4""",200,RP
Brendan McKay,NA,SP,Pitcher,TBR,26,60,60,L,L,NA,NA,NA,NA,NA,NA,40,NA,50,60,70,Pitcher,"6' 2""",212,SP
Brendon Davis,NA,SS,Position,DET,25,60,60,R,R,30,50,60,40,50,60,NA,NA,NA,NA,NA,Position,"6' 4""",200,MI
Brennan Malone,NA,SP,Pitcher,PIT,22,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,60,50,50,Pitcher,"6' 4""",205,SP
Brennen Davis,38,RF,Position,CHC,22,60,60,R,R,40,60,60,60,60,60,NA,NA,NA,NA,NA,Position,"6' 4""",210,OF
Brent Headrick,NA,SP,Pitcher,MIN,24,70,70,L,L,NA,NA,NA,NA,NA,NA,50,NA,NA,50,60,Pitcher,"6' 6""",235,SP
Brent Honeywell Jr.,NA,SP,Pitcher,OAK,27,60,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,NA,60,60,Pitcher,"6' 2""",180,SP
Brenton Doyle,NA,CF,Position,COL,24,60,60,R,R,40,60,60,60,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",210,OF
Brett Auerbach,NA,C,Catcher,SFG,24,40,50,R,R,60,40,40,60,50,45,NA,NA,NA,NA,NA,Position,"5' 9""",185,C
Brett Baty,52,3B,Position,NYM,22,60,70,L,R,50,60,70,40,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",225,CI
Brett Sullivan,NA,C,Catcher,SDP,28,50,50,L,R,60,30,40,30,40,40,NA,NA,NA,NA,NA,Position,"6' 1""",195,C
Brett Wisely,NA,2B,Position,TBR,23,40,50,L,R,60,40,40,40,40,NA,NA,NA,NA,NA,NA,Position,"5' 10""",180,MI
Brewer Hicklen,NA,LF,Position,KCR,26,60,60,R,R,40,50,60,70,60,55,NA,NA,NA,NA,NA,Position,"6' 2""",213,OF
Brian Howard,NA,SP,Pitcher,OAK,27,80,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,50,55,Pitcher,"6' 9""",185,SP
Brice Turang,82,SS,Position,MIL,22,50,40,L,R,40,40,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",173,MI
Brock Porter,NA,SP,Pitcher,TEX,19,60,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,70,45,Pitcher,"6' 4""",200,SP
Brock Selvidge,NA,MIRP,Pitcher,NYY,20,60,60,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,NA,40,Pitcher,"6' 3""",205,RP
Brooks Lee,24,SS,Position,MIN,21,60,60,S,R,60,50,60,40,50,55,NA,NA,NA,NA,NA,Position,"6' 2""",205,MI
Brooks Wilson,NA,MIRP,Pitcher,ATL,26,60,60,R,R,NA,NA,NA,NA,NA,NA,40,NA,50,NA,50,Pitcher,"6' 2""",205,RP
Bryan Gonzalez,NA,RF,Position,BOS,21,60,70,R,R,50,60,60,30,50,45,NA,NA,NA,NA,NA,Position,"6' 3""",220,OF
Bryan Lavastida,NA,C,Catcher,CLE,23,50,60,R,R,50,50,50,40,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",200,C
Bryan Mata,NA,MIRP,Pitcher,BOS,23,60,70,R,R,NA,NA,NA,NA,NA,NA,60,50,50,60,50,Pitcher,"6' 3""",238,RP
Bryan Perez,NA,SP,Pitcher,COL,19,60,40,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,45,Pitcher,"6' 2""",167,SP
Bryan Ramos,NA,3B,Position,CHW,20,60,50,R,R,50,60,60,50,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",190,CI
Bryan Woo,NA,SIRP,Pitcher,SEA,22,60,60,R,R,NA,NA,NA,NA,NA,NA,60,40,NA,50,40,Pitcher,"6' 2""",205,RP
Bryce Ball,NA,1B,Position,CHC,24,70,80,L,R,50,60,70,40,50,45,NA,NA,NA,NA,NA,Position,"6' 6""",255,CI
Bryce Bonnin,NA,SIRP,Pitcher,CIN,23,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,40,Pitcher,"6' 1""",190,RP
Bryce Hubbart,NA,SP,Pitcher,CIN,21,50,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,60,Pitcher,"6' 1""",190,SP
Bryce Jarvis,NA,SP,Pitcher,ARI,24,60,50,L,R,NA,NA,NA,NA,NA,NA,50,60,50,60,55,Pitcher,"6' 2""",195,SP
Bryce Miller,NA,MIRP,Pitcher,SEA,24,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,50,50,45,Pitcher,"6' 2""",190,RP
Bryce Montes de Oca,NA,SIRP,Pitcher,NYM,26,80,80,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,30,Pitcher,"6' 7""",265,RP
Brycen Mautz,NA,SP,Pitcher,STL,21,60,50,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,40,60,Pitcher,"6' 3""",190,SP
